-1;1;D-FloX V0.7 JB-006-BM (65);/Users/patrick.wigger/Dropbox/FloxRox/floxrox/frva/null
-1;2;kj (3);/Users/patrick.wigger/Dropbox/FloxRox/floxrox/frva/null
-1;3;2017 (3);/Users/patrick.wigger/Dropbox/FloxRox/floxrox/frva/null
-1;4;MAR (3);/Users/patrick.wigger/Dropbox/FloxRox/floxrox/frva/null
-1;5;17-03-17 (3);/Users/patrick.wigger/Dropbox/FloxRox/floxrox/frva/null
-1;6;08:00-9:00 (3);/Users/patrick.wigger/Dropbox/FloxRox/floxrox/frva/null
8;7;ID8 - 08:10:38;/Users/patrick.wigger/FRVA/kj/170317/F075926.CSV
12;7;ID12 - 08:16:32;/Users/patrick.wigger/FRVA/kj/170317/F075926.CSV
19;7;ID19 - 08:26:55;/Users/patrick.wigger/FRVA/kj/170317/F075926.CSV
-1;2;Test (62);/Users/patrick.wigger/Dropbox/FloxRox/floxrox/frva/null
-1;3;2017 (62);/Users/patrick.wigger/Dropbox/FloxRox/floxrox/frva/null
-1;4;MAR (62);/Users/patrick.wigger/Dropbox/FloxRox/floxrox/frva/null
-1;5;17-03-17 (62);/Users/patrick.wigger/Dropbox/FloxRox/floxrox/frva/null
-1;6;08:00-9:00 (62);/Users/patrick.wigger/Dropbox/FloxRox/floxrox/frva/null
8;7;ID8 - 08:10:38;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
9;7;ID9 - 08:12:08;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
10;7;ID11 - 08:15:05;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
11;7;ID12 - 08:16:32;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
12;7;ID14 - 08:19:32;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
13;7;ID15 - 08:21:01;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
14;7;ID16 - 08:22:28;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
15;7;ID18 - 08:25:25;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
16;7;ID19 - 08:26:55;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
17;7;ID20 - 08:28:21;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
18;7;ID21 - 08:29:51;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
19;7;ID22 - 08:31:17;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
20;7;ID23 - 08:32:50;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
21;7;ID24 - 08:34:16;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
22;7;ID25 - 08:35:49;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
23;7;ID26 - 08:37:15;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
24;7;ID27 - 08:38:45;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
25;7;ID28 - 08:40:11;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
26;7;ID29 - 08:41:44;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
27;7;ID30 - 08:43:11;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
28;7;ID31 - 08:44:41;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
29;7;ID32 - 08:46:08;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
30;7;ID33 - 08:47:38;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
31;7;ID34 - 08:49:05;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
32;7;ID35 - 08:50:40;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
33;7;ID36 - 08:52:07;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
34;7;ID37 - 08:53:37;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
35;7;ID38 - 08:55:04;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
36;7;ID39 - 08:56:37;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
37;7;ID40 - 08:58:04;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
38;7;ID41 - 08:59:37;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
39;7;ID8 - 08:10:38;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
40;7;ID9 - 08:12:08;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
41;7;ID11 - 08:15:05;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
42;7;ID12 - 08:16:32;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
43;7;ID14 - 08:19:32;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
44;7;ID15 - 08:21:01;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
45;7;ID16 - 08:22:28;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
46;7;ID18 - 08:25:25;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
47;7;ID19 - 08:26:55;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
48;7;ID20 - 08:28:21;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
49;7;ID21 - 08:29:51;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
50;7;ID22 - 08:31:17;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
51;7;ID23 - 08:32:50;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
52;7;ID24 - 08:34:16;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
53;7;ID25 - 08:35:49;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
54;7;ID26 - 08:37:15;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
55;7;ID27 - 08:38:45;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
56;7;ID28 - 08:40:11;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
57;7;ID29 - 08:41:44;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
58;7;ID30 - 08:43:11;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
59;7;ID31 - 08:44:41;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
60;7;ID32 - 08:46:08;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
61;7;ID33 - 08:47:38;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
62;7;ID34 - 08:49:05;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
63;7;ID35 - 08:50:40;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
64;7;ID36 - 08:52:07;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
65;7;ID37 - 08:53:37;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
66;7;ID36 - 08:52:08;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
67;7;ID37 - 08:53:38;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
68;7;ID36 - 08:52:09;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
69;7;ID37 - 08:53:39;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
70;7;ID36 - 08:52:10;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
71;7;ID37 - 08:53:40;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
72;7;ID36 - 08:52:11;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
73;7;ID37 - 08:53:41;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
74;7;ID36 - 08:52:12;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
75;7;ID37 - 08:53:42;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
76;7;ID36 - 08:52:13;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
77;7;ID37 - 08:53:43;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
78;7;ID36 - 08:52:14;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
79;7;ID37 - 08:53:44;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
80;7;ID36 - 08:52:15;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
81;7;ID37 - 08:53:45;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
82;7;ID36 - 08:52:16;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
83;7;ID37 - 08:53:46;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
84;7;ID36 - 08:52:17;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
85;7;ID37 - 08:53:47;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
86;7;ID36 - 08:52:18;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
87;7;ID37 - 08:53:48;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
88;7;ID36 - 08:52:19;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
89;7;ID37 - 08:53:49;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
90;7;ID36 - 08:52:20;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
91;7;ID37 - 08:53:50;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
92;7;ID36 - 08:52:21;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
93;7;ID37 - 08:53:51;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
94;7;ID36 - 08:52:22;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV
95;7;ID37 - 08:53:52;/Users/patrick.wigger/FRVA/Test/170317/F075926.CSV